title,rank,date,artist,url,region,chart,trend,streams
Ransom,1,2019-08-15,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1700320.0
ROXANNE,1,2019-11-09,Arizona Zervas,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,United States,top200,SAME_POSITION,1420518.0
Sunflower - Spider-Man: Into the Spider-Verse,1,2019-03-25,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,top200,SAME_POSITION,1278489.0
Señorita,1,2019-06-28,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1948638.0
Sunflower - Spider-Man: Into the Spider-Verse,1,2018-12-31,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,top200,MOVE_UP,1883564.0
Señorita,1,2019-07-23,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1418398.0
Lover,1,2019-08-16,Taylor Swift,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY,United States,top200,NEW_ENTRY,1853573.0
HIGHEST IN THE ROOM,1,2019-10-11,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,2197412.0
Circles,1,2019-09-19,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1723168.0
ROXANNE,1,2019-11-10,Arizona Zervas,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,United States,top200,SAME_POSITION,1323215.0
MIDDLE CHILD,1,2019-03-26,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,top200,MOVE_UP,1315380.0
Circles,1,2019-09-20,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1721511.0
Señorita,1,2019-07-24,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1427374.0
Heartless,1,2019-12-01,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1450269.0
Señorita,1,2019-06-29,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1750921.0
Ransom,1,2019-08-17,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,MOVE_UP,1697587.0
MIDDLE CHILD,1,2019-03-27,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,top200,SAME_POSITION,1298439.0
HIGHEST IN THE ROOM,1,2019-10-12,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1875939.0
Circles,1,2019-09-21,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1536329.0
Ransom,1,2019-08-18,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1551815.0
Señorita,1,2019-06-30,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1579105.0
Señorita,1,2019-07-25,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,United States,top200,SAME_POSITION,1403142.0
ROXANNE,1,2019-11-11,Arizona Zervas,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,United States,top200,SAME_POSITION,1498939.0
HIGHEST IN THE ROOM,1,2019-10-13,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1611989.0
Heartless,1,2019-12-02,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1656526.0
Ransom,1,2019-08-19,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1577943.0
Old Town Road,1,2019-03-28,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,United States,top200,MOVE_UP,1462563.0
The Box,1,2020-01-01,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1812103.0
Señorita,1,2019-07-26,"Shawn Mendes, Camila Cabello",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,United States,top200,SAME_POSITION,1429048.0
ROXANNE,1,2019-11-12,Arizona Zervas,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,United States,top200,SAME_POSITION,1531668.0
Circles,1,2019-09-22,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1351765.0
Heartless,1,2019-12-03,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1549954.0
HIGHEST IN THE ROOM,1,2019-10-14,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1818285.0
bad guy,1,2019-03-29,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,United States,top200,NEW_ENTRY,2931099.0
Ransom,1,2019-08-20,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1587582.0
ROXANNE,1,2019-11-13,Arizona Zervas,https://open.spotify.com/track/1ZPWWSwCkxKfqdp4H0RFCo,United States,top200,SAME_POSITION,1532845.0
Ransom,1,2019-07-27,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,MOVE_UP,1404772.0
The Box,1,2020-01-02,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1964762.0
Circles,1,2019-09-23,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1542166.0
Heartless,1,2019-12-04,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1517496.0
Ransom,1,2019-08-21,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1574163.0
HIGHEST IN THE ROOM,1,2019-10-15,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1882172.0
bad guy,1,2019-03-30,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,United States,top200,SAME_POSITION,2621571.0
everything i wanted,1,2019-11-14,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,United States,top200,NEW_ENTRY,1752698.0
The Box,1,2020-01-03,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2278155.0
ROXANNE,1,2019-12-05,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,MOVE_UP,1335410.0
Circles,1,2019-09-24,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1556715.0
Ransom,1,2019-07-28,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1356554.0
HIGHEST IN THE ROOM,1,2019-10-16,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1789893.0
Ransom,1,2019-08-22,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1566799.0
The Box,1,2020-01-04,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2401325.0
bad guy,1,2019-03-31,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,United States,top200,SAME_POSITION,2204068.0
everything i wanted,1,2019-11-15,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,United States,top200,SAME_POSITION,2128318.0
Adore You,1,2019-12-06,Harry Styles,https://open.spotify.com/track/1M4qEo4HE3PRaCOM7EXNJq,United States,top200,NEW_ENTRY,1380563.0
Circles,1,2019-09-25,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1550932.0
HIGHEST IN THE ROOM,1,2019-10-17,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1812609.0
Ransom,1,2019-07-29,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1506090.0
Lover,1,2019-08-23,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,MOVE_UP,2639428.0
The Box,1,2020-01-05,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2308546.0
everything i wanted,1,2019-11-16,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,United States,top200,SAME_POSITION,1606260.0
HIGHEST IN THE ROOM,1,2019-10-18,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1848638.0
The Box,1,2020-02-01,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3085385.0
Circles,1,2019-09-26,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1544851.0
Ransom,1,2019-07-30,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1553869.0
The Box,1,2020-01-06,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2736310.0
HIGHEST IN THE ROOM,1,2019-10-19,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1647008.0
ROXANNE,1,2019-12-07,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,MOVE_UP,1360130.0
BOP,1,2019-09-27,DaBaby,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,United States,top200,NEW_ENTRY,1601147.0
The Box,1,2020-02-02,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2837462.0
ROXANNE,1,2019-11-17,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,MOVE_UP,1439809.0
Lover,1,2019-08-24,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,SAME_POSITION,1933704.0
Circles,1,2019-09-28,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,MOVE_UP,1408019.0
Ransom,1,2019-07-31,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,SAME_POSITION,1552538.0
HIGHEST IN THE ROOM,1,2019-10-20,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1414006.0
The Box,1,2020-01-07,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2803477.0
everything i wanted,1,2019-11-18,Billie Eilish,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,United States,top200,MOVE_UP,1552264.0
The Box,1,2020-02-03,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2556650.0
Lucid Dreams,1,2019-12-08,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,top200,MOVE_UP,1831538.0
Lover,1,2019-08-25,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,SAME_POSITION,1517393.0
HIGHEST IN THE ROOM,1,2019-10-21,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1581760.0
ROXANNE,1,2019-11-19,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,MOVE_UP,1570305.0
The Box,1,2020-03-01,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2145340.0
The Box,1,2020-01-08,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2814044.0
Lucid Dreams,1,2019-12-09,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,top200,SAME_POSITION,2127668.0
Lover,1,2019-08-26,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,SAME_POSITION,1763359.0
HIGHEST IN THE ROOM,1,2019-10-22,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,United States,top200,SAME_POSITION,1588296.0
Circles,1,2019-09-29,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1246593.0
ROXANNE,1,2019-11-20,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1575105.0
Lover,1,2019-08-27,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,SAME_POSITION,1664657.0
The Box,1,2020-03-02,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1994274.0
ROXANNE,1,2019-11-21,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1610157.0
Lucid Dreams,1,2019-12-10,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,top200,SAME_POSITION,1526570.0
The Box,1,2020-02-04,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2698320.0
The Box,1,2020-01-09,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2996197.0
Circles,1,2019-09-30,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,United States,top200,SAME_POSITION,1428567.0
Lose You To Love Me,1,2019-10-23,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,United States,top200,NEW_ENTRY,2151707.0
ROXANNE,1,2019-11-22,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1618700.0
Lover,1,2019-08-28,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,United States,top200,SAME_POSITION,1573095.0
The Box,1,2020-03-03,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2065254.0
ROXANNE,1,2019-12-11,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,MOVE_UP,1362689.0
Ransom,1,2019-08-29,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,United States,top200,MOVE_UP,1504301.0
The Box,1,2020-02-05,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2668036.0
Lose You To Love Me,1,2019-10-24,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,United States,top200,SAME_POSITION,2508273.0
The Box,1,2020-01-10,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3306757.0
ROXANNE,1,2019-11-23,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1580973.0
The Box,1,2020-03-04,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2048884.0
Blinding Lights,1,2020-04-01,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,United States,top200,SAME_POSITION,1482297.0
The Box,1,2020-01-11,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3351764.0
The Box,1,2020-02-06,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2661937.0
Follow God,1,2019-10-25,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,United States,top200,NEW_ENTRY,3024071.0
The Box,1,2020-03-05,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2071608.0
The Box,1,2020-01-12,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3177023.0
ROXANNE,1,2019-11-24,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1453403.0
The Box,1,2020-04-02,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,MOVE_UP,1475299.0
ROXANNE,1,2019-12-12,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1417865.0
Circles,1,2019-08-30,Post Malone,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG,United States,top200,NEW_ENTRY,2529474.0
The Box,1,2020-02-07,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2818997.0
Follow God,1,2019-10-26,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,United States,top200,SAME_POSITION,2840529.0
Baby Pluto,1,2020-03-06,Lil Uzi Vert,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh,United States,top200,NEW_ENTRY,3364245.0
The Box,1,2020-01-13,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3483960.0
ROXANNE,1,2019-11-25,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1567592.0
Toosie Slide,1,2020-04-03,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,NEW_ENTRY,2251305.0
Futsal Shuffle 2020,1,2019-12-13,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,NEW_ENTRY,2596025.0
Circles,1,2019-08-31,Post Malone,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG,United States,top200,SAME_POSITION,2161761.0
Follow God,1,2019-10-27,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,United States,top200,SAME_POSITION,1896821.0
The Box,1,2020-02-08,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2920586.0
Toosie Slide,1,2020-04-04,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,2270653.0
The Box,1,2020-01-14,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3644167.0
Baby Pluto,1,2020-03-07,Lil Uzi Vert,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh,United States,top200,SAME_POSITION,2476511.0
ROXANNE,1,2019-11-26,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,United States,top200,SAME_POSITION,1608353.0
Follow God,1,2019-10-28,Kanye West,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h,United States,top200,SAME_POSITION,2054824.0
Futsal Shuffle 2020,1,2019-12-14,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1893281.0
The Box,1,2020-02-09,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2588967.0
Toosie Slide,1,2020-04-05,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,2127313.0
Unforgettable,1,2017-08-01,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,United States,top200,SAME_POSITION,1177620.0
The Box,1,2020-03-08,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,MOVE_UP,1997394.0
The Box,1,2020-01-15,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3624169.0
Heartless,1,2019-11-27,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,NEW_ENTRY,2634575.0
Futsal Shuffle 2020,1,2019-12-15,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1561406.0
Lose You To Love Me,1,2019-10-29,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,United States,top200,MOVE_UP,1765784.0
Unforgettable,1,2017-08-02,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,United States,top200,SAME_POSITION,1183726.0
The Box,1,2020-02-10,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2494136.0
The Box,1,2020-01-16,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3577849.0
Toosie Slide,1,2020-04-06,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,2223566.0
Unforgettable,1,2017-08-03,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,United States,top200,SAME_POSITION,1203158.0
The Box,1,2020-03-09,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1858338.0
Lose You To Love Me,1,2019-10-30,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,United States,top200,SAME_POSITION,1961112.0
The Box,1,2020-02-11,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2591961.0
Futsal Shuffle 2020,1,2019-12-16,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1693260.0
Heartless,1,2019-11-28,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1716187.0
Unforgettable,1,2017-08-04,"French Montana, Swae Lee",https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,United States,top200,SAME_POSITION,1223919.0
The Box,1,2020-01-17,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3781452.0
The Box,1,2020-03-10,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1871661.0
Toosie Slide,1,2020-04-07,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,2179305.0
The Box,1,2020-02-12,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2560822.0
Lose You To Love Me,1,2019-10-31,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,United States,top200,SAME_POSITION,1655931.0
Bank Account,1,2017-08-05,21 Savage,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,United States,top200,MOVE_UP,1176086.0
Futsal Shuffle 2020,1,2019-12-17,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1544828.0
Heartless,1,2019-11-29,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1627695.0
The Box,1,2020-03-11,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1864785.0
Toosie Slide,1,2020-04-08,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,2110671.0
The Box,1,2020-02-13,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2547029.0
The Box,1,2020-01-18,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3636720.0
Toosie Slide,1,2020-04-09,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,1995389.0
Bank Account,1,2017-08-06,21 Savage,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,United States,top200,SAME_POSITION,1092379.0
Futsal Shuffle 2020,1,2019-12-18,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1465071.0
The Box,1,2020-03-12,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,1840150.0
The Box,1,2020-01-19,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,3232017.0
Heartless,1,2019-11-30,The Weeknd,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,United States,top200,SAME_POSITION,1641544.0
Shape of You,1,2017-03-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,SAME_POSITION,1546033.0
Toosie Slide,1,2020-04-10,Drake,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,United States,top200,SAME_POSITION,1989852.0
Bank Account,1,2017-08-07,21 Savage,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s,United States,top200,SAME_POSITION,1142883.0
The Box,1,2020-02-14,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,United States,top200,SAME_POSITION,2650758.0
HUMBLE.,1,2017-04-01,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,United States,top200,SAME_POSITION,1965405.0
Myron,1,2020-03-13,Lil Uzi Vert,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,United States,top200,NEW_ENTRY,2271346.0
Futsal Shuffle 2020,1,2019-12-19,Lil Uzi Vert,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,United States,top200,SAME_POSITION,1394231.0
